cascade_id,observation_level,early_event_count,early_size,early_comm_count,early_duration,early_growth_rate,early_max_out_degree,early_mean_out_degree,early_max_betweenness,early_mean_betweenness,early_max_pagerank,early_mean_pagerank,target_final_size,early_mean_link_score,early_max_link_score,early_preferential_attachment_max,predicted_final_size,absolute_error,relative_error,residual
21,0.1,84,130,13,1.0,130.0,0.0980187695516162,0.0117430015240233,0.0570262908498661,0.0051368063786259,0.0052421649220672,0.0012805785925466,619,0.0193042196689427,0.1282051282051282,1072.0,626.9731779421039,7.973177942103916,0.01288073980953783,7.973177942103916
21,0.2,168,228,13,1.0,228.0,0.0980187695516162,0.0105830269103415,0.0570262908498661,0.0047685859594081,0.0056186378747126,0.0013468934240525,619,0.0101157463226428,0.0909090909090909,800.0,624.8518217386596,5.851821738659623,0.009453670013989699,5.851821738659623
21,0.3,252,305,13,1.0,305.0,0.0980187695516162,0.0097027299611958,0.0570262908498661,0.0043698282670857,0.0056186378747126,0.0013236406307835,619,0.0050144145977479,0.0285714285714285,988.0,621.6333805623292,2.6333805623291937,0.004254249696816145,2.6333805623291937
21,0.5,419,418,13,1.75,238.8571428571429,0.0980187695516162,0.0087910552758804,0.0570262908498661,0.0037980646643461,0.0056186378747126,0.0012462115478108,619,0.018914161392405,0.1666666666666666,456.0,621.799693819915,2.799693819914978,0.0045229302421889795,2.799693819914978
22,0.1,82,121,13,1.0,121.0,0.0980187695516162,0.0123320607726712,0.0464749058416465,0.0050714439641036,0.0058095370925524,0.0012609166969111,615,0.0040472027972027,0.0303030303030303,531.0,620.7212411223426,5.721241122342576,0.009302831093239962,5.721241122342576
22,0.2,164,221,13,1.0,221.0,0.0980187695516162,0.0109323909238035,0.0570262908498661,0.0047528076687645,0.0058095370925524,0.0013095292363115,615,0.0181096265963929,0.1111111111111111,2200.0,620.3353971513552,5.33539715135521,0.008675442522528796,5.33539715135521
22,0.3,246,293,13,1.0,293.0,0.0980187695516162,0.0096552509546704,0.0570262908498661,0.0041868064629058,0.0058095370925524,0.0012409914578878,615,0.0139721389721389,0.1428571428571428,644.0,618.4636266696408,3.463626669640803,0.005631913283968785,3.463626669640803
22,0.5,409,417,13,1.5,278.0,0.0980187695516162,0.0087996339112234,0.0570262908498661,0.0039875841506336,0.0058095370925524,0.0012715497147499,615,0.0041666666666666,0.0833333333333333,494.0,615.3423780063498,0.3423780063498043,0.0005567122054468363,0.3423780063498043
28,0.1,89,131,13,1.0,131.0,0.0980187695516162,0.0108892055178342,0.0464749058416465,0.0047645852096213,0.0056186378747126,0.0013678288995637,616,0.0138347127700674,0.1,756.0,637.2466923595751,21.24669235957515,0.03449138370060901,21.24669235957515
28,0.2,177,231,13,1.0,231.0,0.0980187695516162,0.0098542403026239,0.0570262908498661,0.0044139611123543,0.0056186378747126,0.0013416450509212,616,0.0031754032258064,0.032258064516129,960.0,634.7350854263269,18.73508542632692,0.03041409971806318,18.73508542632692
28,0.3,265,313,13,1.0,313.0,0.0980187695516162,0.0092515166557282,0.0570262908498661,0.0040260807688692,0.0056186378747126,0.0012901363885515,616,0.0029411764705882,0.0588235294117647,550.0,634.638662436381,18.63866243638097,0.030257568890228844,18.63866243638097
28,0.5,441,433,13,1.666667,259.7999480400104,0.0980187695516162,0.0086839880842004,0.0570262908498661,0.00376323016706,0.0058095370925524,0.0012636203125199,616,0.0090155006284038,0.0909090909090909,1560.0,626.7150584047041,10.71505840470411,0.017394575332311864,10.71505840470411
33,0.1,84,123,13,1.0,123.0,0.0980187695516162,0.0114533262120941,0.0464749058416465,0.0046534768823778,0.0038790328069506,0.0012939128733694,640,0.0119466317995729,0.1136363636363636,700.0,627.6969451955265,12.303054804473504,0.01922352313198985,-12.303054804473504
33,0.2,168,232,13,1.0,232.0,0.0980187695516162,0.0097578296357555,0.0570262908498661,0.0043139771207951,0.0058095370925524,0.0013425085110505,640,0.0260797890703014,0.2222222222222222,440.0,625.9811692776531,14.018830722346934,0.021904423003667083,-14.018830722346934
33,0.3,252,306,13,1.0,306.0,0.0980187695516162,0.0091973529070995,0.0570262908498661,0.0040714370594957,0.0058095370925524,0.0013142469240359,640,0.0189942002442002,0.1538461538461538,340.0,624.7305488253825,15.26945117461753,0.02385851746033989,-15.26945117461753
33,0.5,419,448,13,1.5,298.6666666666667,0.0980187695516162,0.0084816773424697,0.0570262908498661,0.0037833365903878,0.0058095370925524,0.0012805546247311,640,0.0047241379310344,0.04,378.0,629.4043931396357,10.595606860364342,0.016555635719319284,-10.595606860364342
35,0.1,82,116,12,1.0,116.0,0.0980187695516162,0.0126658516414368,0.0464749058416465,0.0052462514165958,0.0056186378747126,0.0012887154564538,614,0.0077211004390716,0.0434782608695652,1440.0,622.08525257571,8.085252575710001,0.013168163804087949,8.085252575710001
35,0.2,163,214,13,1.0,214.0,0.0980187695516162,0.0103593111983861,0.0570262908498661,0.0043688587641958,0.0056186378747126,0.0012826114618504,614,0.0246189155486756,0.1,532.0,621.5693771125117,7.569377112511688,0.012327975753276365,7.569377112511688
35,0.3,245,292,13,1.0,292.0,0.0980187695516162,0.0093383518790977,0.0570262908498661,0.0039798101871535,0.0056186378747126,0.0012295512413056,614,0.0209393939393939,0.2,650.0,618.8675479284391,4.86754792843908,0.007927602489314463,4.86754792843908
35,0.5,408,426,13,1.666667,255.59994888001023,0.0980187695516162,0.0087434583168107,0.0570262908498661,0.0037737647236545,0.0056186378747126,0.0012659195529618,614,0.0,0.0,324.0,618.6245331090845,4.624533109084496,0.007531812881245107,4.624533109084496
36,0.1,83,132,12,1.0,132.0,0.0980187695516162,0.0106013208202988,0.0464749058416465,0.0041676110628621,0.0038790328069506,0.0011789244597375,625,0.0407246732026143,0.5777777777777777,1750.0,625.4947036765863,0.4947036765862549,0.0007915258825380079,0.4947036765862549
36,0.2,166,232,12,1.0,232.0,0.0980187695516162,0.0094611844234295,0.0492079830055308,0.0038834875689672,0.0048729601732022,0.0012346369455784,625,0.0154418498168498,0.1153846153846153,480.0,625.2967494939852,0.2967494939852031,0.000474799190376325,0.2967494939852031
36,0.3,249,311,12,1.0,311.0,0.0980187695516162,0.0089254280819046,0.0570262908498661,0.0038173783197225,0.0048729601732022,0.0011875886764905,625,0.0181039432896727,0.2,1240.0,629.0887914937352,4.088791493735243,0.00654206638997639,4.088791493735243
36,0.5,414,415,12,1.666667,248.99995020001,0.0980187695516162,0.0085555988291015,0.0570262908498661,0.003811184398904,0.0056186378747126,0.0012662748466668,625,0.0172268907563025,0.2857142857142857,440.0,618.1981057271252,6.801894272874847,0.010883030836599755,-6.801894272874847
41,0.1,85,116,13,1.0,116.0,0.0980187695516162,0.0128276581208873,0.0570262908498661,0.0057674535717596,0.0056186378747126,0.001345944231633,658,0.0113284402756444,0.0655737704918032,1000.0,625.1521353711374,32.84786462886257,0.04992076691316499,-32.84786462886257
41,0.2,170,215,13,1.0,215.0,0.0980187695516162,0.010519678929117,0.0570262908498661,0.0046297959223609,0.0056186378747126,0.0012893798346397,658,0.0223741944330179,0.0909090909090909,520.0,628.7275162162222,29.27248378377783,0.04448705742215476,-29.27248378377783
41,0.3,255,303,13,1.0,303.0,0.0980187695516162,0.0091507586629361,0.0570262908498661,0.0039552597827216,0.0056186378747126,0.0012257390262543,658,0.0076143059838712,0.0476190476190476,500.0,629.3810187265092,28.618981273490817,0.043493892512903976,-28.618981273490817
41,0.5,425,439,13,1.5,292.6666666666667,0.0980187695516162,0.0086199320191638,0.0570262908498661,0.0038735888734451,0.0058095370925524,0.0012905724972611,658,0.0049127906976744,0.0416666666666666,750.0,625.8824645595615,32.11753544043847,0.04881084413440497,-32.11753544043847
48,0.1,83,126,13,1.0,126.0,0.0980187695516162,0.0112468345002233,0.0492079830055308,0.0051290739940607,0.0052421649220672,0.0013368129038559,614,0.0154138093916812,0.09375,800.0,620.5966098879346,6.596609887934619,0.0107436643125971,6.596609887934619
48,0.2,165,219,13,1.0,219.0,0.0980187695516162,0.0104465743901799,0.0570262908498661,0.0049407246340519,0.0052421649220672,0.001307156599358,614,0.0017177589852008,0.0227272727272727,1710.0,620.9731106878561,6.973110687856092,0.011356857797811225,6.973110687856092
48,0.3,247,293,13,1.0,293.0,0.0980187695516162,0.0099186083341933,0.0570262908498661,0.0045441299793778,0.0052421649220672,0.0012759449269041,614,0.0136024844720496,0.1,432.0,617.9558720249636,3.9558720249635826,0.0064427883142729354,3.9558720249635826
48,0.5,412,420,13,1.5,280.0,0.0980187695516162,0.0088559511395798,0.0570262908498661,0.0039053812809621,0.0056186378747126,0.0012333372066541,614,0.0083970293978497,0.0714285714285714,736.0,616.5131162129858,2.5131162129857785,0.004093023148185307,2.5131162129857785
53,0.1,82,123,12,1.0,123.0,0.0980187695516162,0.0125045567452545,0.0464749058416465,0.0056065656524739,0.0058095370925524,0.0014338846366657,602,0.0121083432749355,0.0416666666666666,720.0,618.3920685229391,16.3920685229391,0.0272293497058789,16.3920685229391
53,0.2,164,228,12,1.0,228.0,0.0980187695516162,0.0113056363536578,0.0570262908498661,0.0052067761951145,0.0058095370925524,0.0014240464855036,602,0.0181100394703335,0.125,1608.0,620.029073842576,18.029073842576054,0.029948627645475172,18.029073842576054
53,0.3,246,314,13,1.0,314.0,0.0980187695516162,0.0099592861459986,0.0570262908498661,0.004518895053015,0.0058095370925524,0.001350364358397,602,0.0100777590439641,0.0625,850.0,617.476509344932,15.47650934493197,0.025708487283940148,15.47650934493197
53,0.5,410,430,13,1.666667,257.99994840001034,0.0980187695516162,0.0089967747411304,0.0570262908498661,0.004045306524779,0.0058095370925524,0.0013181941005858,602,0.0249230267449445,0.3333333333333333,1200.0,616.7016180757059,14.701618075705937,0.024421292484561357,14.701618075705937
59,0.1,83,129,12,1.0,129.0,0.0980187695516162,0.0122301169661549,0.0464749058416465,0.0050630872434347,0.0058095370925524,0.0014090960195396,613,0.0186036412259238,0.125,700.0,618.5123848709354,5.512384870935421,0.008992471241330213,5.512384870935421
59,0.2,165,232,13,1.0,232.0,0.0980187695516162,0.010261227571824,0.0570262908498661,0.004622697819123,0.0058095370925524,0.0013577660660205,613,0.026917684648057,0.2222222222222222,1638.0,622.7876350159848,9.787635015984847,0.01596677816637006,9.787635015984847
59,0.3,247,318,13,1.0,318.0,0.0980187695516162,0.0093585430315907,0.0570262908498661,0.004170042292957,0.0058095370925524,0.0012868773583046,613,0.014908001711596,0.1333333333333333,620.0,625.9527416508405,12.952741650840494,0.021130084259119893,12.952741650840494
59,0.5,412,436,13,1.5,290.6666666666667,0.0980187695516162,0.0084568214213964,0.0570262908498661,0.0036923018365565,0.0058095370925524,0.0012419164177674,613,0.0174926900584795,0.0833333333333333,400.0,624.0237350000616,11.023735000061606,0.01798325448623427,11.023735000061606
63,0.1,83,122,12,1.0,122.0,0.0980187695516162,0.0127010718131933,0.0570262908498661,0.0059007608110526,0.0045513414488271,0.0012949512995064,603,0.0241266431555808,0.1666666666666666,864.0,621.6421791780044,18.642179178004426,0.030915720029858085,18.642179178004426
63,0.2,166,221,13,1.0,221.0,0.0980187695516162,0.0103284435615907,0.0570262908498661,0.0046322675954449,0.0045513414488271,0.0012076003674473,603,0.0058067546561706,0.0625,1248.0,623.5001391940892,20.50013919408923,0.033996914086383466,20.50013919408923
63,0.3,249,310,13,1.0,310.0,0.0980187695516162,0.0094991422516734,0.0570262908498661,0.0043449411444301,0.0056186378747126,0.0012533369363957,603,0.0115965633565254,0.1,268.0,623.3348439116376,20.334843911637563,0.033722792556612875,20.334843911637563
63,0.5,414,425,13,1.5,283.3333333333333,0.0980187695516162,0.0086045513095748,0.0570262908498661,0.0039218532525866,0.0058095370925524,0.0012739713669534,603,0.0125697261663285,0.0625,589.0,617.0619089590493,14.061908959049333,0.02331991535497402,14.061908959049333
65,0.1,85,125,13,1.0,125.0,0.0980187695516162,0.0112784150156412,0.0464749058416465,0.0043635493258681,0.0039254903849993,0.001213046667165,641,0.0169857488738275,0.1666666666666666,1534.0,629.3659418934695,11.63405810653046,0.018149856640453137,-11.63405810653046
65,0.2,170,228,13,1.0,228.0,0.0980187695516162,0.0095357005652817,0.0464749058416465,0.0038201365056959,0.0058095370925524,0.0012414970455826,641,0.0039464938517779,0.059322033898305,2500.0,629.4291048860867,11.570895113913252,0.01805131843044189,-11.570895113913252
65,0.3,254,312,13,1.0,312.0,0.0980187695516162,0.0090071121093018,0.0570262908498661,0.0039534128767443,0.0058095370925524,0.0012628535688507,641,0.0191409511382093,0.1034482758620689,2394.0,630.70953271984,10.290467280159987,0.016053771107893897,-10.290467280159987
65,0.5,423,444,13,1.5,296.0,0.0980187695516162,0.0083561141955302,0.0570262908498661,0.0037607975028198,0.0058095370925524,0.0012693654414904,641,0.0043154761904761,0.0625,472.0,636.6922412841994,4.30775871580056,0.006720372411545336,-4.30775871580056
72,0.1,79,130,13,1.0,130.0,0.0980187695516162,0.0120237426806769,0.0464749058416465,0.0054354371863094,0.0058095370925524,0.0014152778303935,612,0.0,0.0,360.0,613.3670024697253,1.3670024697253211,0.002233664166217845,1.3670024697253211
72,0.2,158,228,13,1.0,228.0,0.0980187695516162,0.0106241882077455,0.0464749058416465,0.0047363519641423,0.0058095370925524,0.001386285872486,612,0.0028571428571428,0.0285714285714285,374.0,611.0304940980441,0.9695059019559267,0.00158415997051622,-0.9695059019559267
72,0.3,237,290,13,1.0,290.0,0.0980187695516162,0.0097910898565315,0.0464749058416465,0.0042425392341394,0.0058095370925524,0.0013004132803519,612,0.0107108157849683,0.0625,2300.0,611.5161909549248,0.4838090450751906,0.0007905376553516187,-0.4838090450751906
72,0.5,394,427,13,1.5,284.6666666666667,0.0980187695516162,0.0086790250382789,0.0570262908498661,0.0039556571082426,0.0058095370925524,0.0012861950158462,612,0.0206072351421188,0.3333333333333333,160.0,614.7728496772306,2.7728496772306244,0.00453080012619383,2.7728496772306244
81,0.1,84,122,13,1.0,122.0,0.0980187695516162,0.0126668831945844,0.0464749058416465,0.0053248490066464,0.0039956275909326,0.0012474688328803,623,0.007449595269395,0.0357142857142857,1470.0,625.0829868501128,2.082986850112775,0.0033434780900686596,2.082986850112775
81,0.2,167,226,13,1.0,226.0,0.0980187695516162,0.0095185803796358,0.0464749058416465,0.0039936557199297,0.0048729601732022,0.0011650310099366,623,0.0141275391275391,0.1818181818181818,472.0,624.6234405084807,1.6234405084807122,0.002605843512810132,1.6234405084807122
81,0.3,250,299,13,1.0,299.0,0.0980187695516162,0.0087988812203346,0.0570262908498661,0.0037528441649728,0.0048729601732022,0.0011583562531639,623,0.0144999999999999,0.25,176.0,623.4010417650154,0.4010417650154068,0.0006437267496234458,0.4010417650154068
81,0.5,417,440,13,1.5,293.3333333333333,0.0980187695516162,0.0082211584036401,0.0570262908498661,0.0036257329484635,0.0056186378747126,0.0012294575097543,623,0.0047003284072249,0.0357142857142857,360.0,634.3255303498171,11.325530349817086,0.018179021428277826,11.325530349817086
86,0.1,86,145,13,1.0,145.0,0.0980187695516162,0.0111107115889395,0.0464749058416465,0.0047796845368399,0.0040871733233292,0.0014383552466533,635,0.0152679082826141,0.0925925925925925,968.0,631.173159924598,3.8268400754019467,0.006026519803782594,-3.8268400754019467
86,0.2,172,232,13,1.0,232.0,0.0980187695516162,0.0106657437704504,0.0570262908498661,0.0047494266897428,0.0056186378747126,0.0014005038462833,635,0.0049906588116633,0.03125,680.0,632.1579736649542,2.84202633504583,0.00447563202369422,-2.84202633504583
86,0.3,258,319,13,1.0,319.0,0.0980187695516162,0.0096724317716011,0.0570262908498661,0.0042558744713564,0.0056186378747126,0.0013079943367872,635,0.044710764085764,0.5,540.0,634.1430886066867,0.8569113933133394,0.001349466761123369,-0.8569113933133394
86,0.5,430,428,13,1.75,244.57142857142856,0.0980187695516162,0.008692855681054,0.0570262908498661,0.0038117821143354,0.0058095370925524,0.0012791211759473,635,0.0132478632478632,0.1111111111111111,500.0,623.114324475069,11.885675524931003,0.018717599251859847,-11.885675524931003
88,0.1,83,120,12,1.0,120.0,0.0980187695516162,0.0122262773722627,0.0464749058416465,0.0053152102279149,0.0056186378747126,0.0013096511280414,608,0.0112343289806343,0.0833333333333333,780.0,620.8733977718098,12.873397771809778,0.021173351598371346,12.873397771809778
88,0.2,165,220,12,1.0,220.0,0.0980187695516162,0.0105460233197459,0.0464749058416465,0.0045579698371506,0.0058095370925524,0.0012968791826119,608,0.0054220779220779,0.0727272727272727,660.0,621.1328364565554,13.132836456555424,0.021600059961439842,13.132836456555424
88,0.3,247,305,13,1.0,305.0,0.0980187695516162,0.0094052889792987,0.0464749058416465,0.0040015431445713,0.0058095370925524,0.0012323199180301,608,0.0006756756756756,0.0135135135135135,1404.0,624.1715676771628,16.171567677162784,0.026597973153228264,16.171567677162784
88,0.5,412,426,13,1.5,284.0,0.0980187695516162,0.0088805338111392,0.0570262908498661,0.003964367296045,0.0058095370925524,0.0012851406231831,608,0.0164513340161935,0.0666666666666666,531.0,618.0647195282768,10.064719528276783,0.016553815013613127,10.064719528276783
92,0.1,84,130,13,1.0,130.0,0.0761209593326381,0.01001844870458,0.031948254360793,0.00390937488874,0.0058095370925524,0.0011463501890982,640,0.0088935574229691,0.0833333333333333,550.0,625.3497014229839,14.650298577016088,0.022891091526587637,-14.650298577016088
92,0.2,167,226,13,1.0,226.0,0.0980187695516162,0.0088772412265726,0.0570262908498661,0.0038238281522,0.0058095370925524,0.0011765162872225,640,0.0084471288515406,0.0625,720.0,623.8961298624884,16.10387013751165,0.02516229708986195,-16.10387013751165
92,0.3,251,315,13,1.0,315.0,0.0980187695516162,0.0088253306188655,0.0570262908498661,0.0038160832452628,0.0058095370925524,0.0011909140110037,640,0.0215060865060865,0.1333333333333333,2652.0,630.4576027839029,9.542397216097129,0.014909995650151765,-9.542397216097129
92,0.5,417,451,13,1.5,300.6666666666667,0.0980187695516162,0.0083998252059494,0.0570262908498661,0.0036340289602963,0.0058095370925524,0.0012274391567585,640,0.0037426900584795,0.0526315789473684,651.0,640.5636153842264,0.5636153842264093,0.0008806490378537646,0.5636153842264093
96,0.1,82,124,13,1.0,124.0,0.0980187695516162,0.012622355275993,0.0570262908498661,0.0055460595148412,0.0038221510689287,0.0013633132991948,618,0.0160803063900181,0.125,418.0,619.9678990228007,1.9678990228006796,0.0031843026258910672,1.9678990228006796
96,0.2,164,224,13,1.0,224.0,0.0980187695516162,0.0109582154029494,0.0570262908498661,0.004982004434484,0.0056186378747126,0.0014241086968556,618,0.00125,0.025,300.0,618.2908777718884,0.2908777718884039,0.0004706760062919157,0.2908777718884039
96,0.3,245,296,13,1.0,296.0,0.0980187695516162,0.0095714849364483,0.0570262908498661,0.0042437433968269,0.0056186378747126,0.0013189797509763,618,0.0129629629629629,0.2,900.0,618.0160181019253,0.01601810192528319,2.591925877877539e-05,0.01601810192528319
96,0.5,408,433,13,1.6,270.625,0.0980187695516162,0.0085828434642513,0.0570262908498661,0.0037542112717786,0.0058095370925524,0.0012560561759211,618,0.011736103006963,0.0975609756097561,714.0,620.118895510507,2.1188955105069454,0.0034286335121471606,2.1188955105069454
99,0.1,79,123,13,1.0,123.0,0.0980187695516162,0.0107072916401739,0.0464749058416465,0.0043085830425446,0.0048729601732022,0.0013284847806911,610,0.0050559978549624,0.0416666666666666,1700.0,603.0599589162168,6.940041083783171,0.011377116530792084,-6.940041083783171
99,0.2,158,216,13,1.0,216.0,0.0980187695516162,0.009587533310161,0.0570262908498661,0.0042926508793405,0.0048729601732022,0.0012924570209105,610,0.013014249177932,0.1,520.0,612.3170540813238,2.3170540813238176,0.0037984493136456027,2.3170540813238176
99,0.3,236,303,13,1.0,303.0,0.0980187695516162,0.0089786872326439,0.0570262908498661,0.0040272486052256,0.0052421649220672,0.0013025089600736,610,0.0103896103896103,0.1363636363636363,480.0,610.917481034778,0.9174810347780067,0.00150406727012788,0.9174810347780067
99,0.5,393,420,13,1.5,280.0,0.0980187695516162,0.008493470380853,0.0570262908498661,0.003854444351043,0.0056186378747126,0.0012632799192471,610,0.0056315789473684,0.0526315789473684,494.0,611.9047691251017,1.9047691251016658,0.003122572336232239,1.9047691251016658
100,0.1,87,140,13,1.0,140.0,0.0980187695516162,0.0115894532995679,0.0464749058416465,0.0053452803559711,0.0056186378747126,0.0013600162309709,630,0.0052627008935619,0.0588235294117647,1482.0,633.2933787738181,3.2933787738180627,0.005227585355266766,3.2933787738180627
100,0.2,173,237,13,1.0,237.0,0.0980187695516162,0.0102251378237703,0.0570262908498661,0.0047496929754333,0.0056186378747126,0.0013965148709822,630,0.0088857847578777,0.0813953488372093,1170.0,629.8710575832167,0.1289424167832749,0.00020467050283059506,-0.1289424167832749
100,0.3,260,317,13,1.0,317.0,0.0980187695516162,0.009223593188225,0.0570262908498661,0.0044244104496752,0.0058095370925524,0.0013833274776429,630,0.0340447154471544,0.5,1053.0,635.0041428932254,5.004142893225435,0.00794308395750069,5.004142893225435
100,0.5,432,443,13,1.666667,265.79994684001065,0.0980187695516162,0.0086786226246771,0.0570262908498661,0.0039062713596272,0.0058095370925524,0.0013018930332609,630,0.0035714285714285,0.0714285714285714,649.0,625.7725386640575,4.2274613359425075,0.006710256088797631,-4.2274613359425075
103,0.1,84,123,13,1.0,123.0,0.0980187695516162,0.0121145841281144,0.0492079830055308,0.0058017533055248,0.0058095370925524,0.0014081365266751,627,0.021170428156877,0.064516129032258,1120.0,623.7335359471788,3.2664640528212203,0.005209671535600032,-3.2664640528212203
103,0.2,168,216,13,1.0,216.0,0.0980187695516162,0.0106206310585872,0.0570262908498661,0.0051379893555516,0.0058095370925524,0.0013900720078856,627,0.012420843045843,0.1538461538461538,624.0,622.3042157718468,4.695784228153229,0.007489289040116793,-4.695784228153229
103,0.3,252,300,13,1.0,300.0,0.0980187695516162,0.0095064303093499,0.0570262908498661,0.0043438495501443,0.0058095370925524,0.0013035439507509,627,0.0297449651797477,0.4,256.0,622.450316448978,4.549683551021985,0.00725627360609567,-4.549683551021985
103,0.5,419,435,13,1.666667,260.99994780001043,0.0980187695516162,0.0088142581472558,0.0570262908498661,0.003917827853542,0.0058095370925524,0.0012893290349035,627,0.0176778455284552,0.1111111111111111,572.0,623.7832239784632,3.216776021536816,0.005130424276773232,-3.216776021536816
106,0.1,86,126,13,1.0,126.0,0.0980187695516162,0.0127861363523511,0.0570262908498661,0.0057451784550304,0.0058095370925524,0.0013519074498887,626,0.0145444418040341,0.1428571428571428,2000.0,630.0165827834504,4.016582783450417,0.006416266427237088,4.016582783450417
106,0.2,172,219,13,1.0,219.0,0.0980187695516162,0.0108084429652272,0.0570262908498661,0.0050573978101972,0.0058095370925524,0.0013442291356106,626,0.0038815789473684,0.0526315789473684,875.0,629.1155049723919,3.115504972391932,0.004976845003820977,3.115504972391932
106,0.3,258,300,13,1.0,300.0,0.0980187695516162,0.0092839763642682,0.0570262908498661,0.0042863048182639,0.0058095370925524,0.0012819073161828,626,0.0048517975055025,0.0425531914893617,598.0,629.7382505958913,3.738250595891259,0.00597164631931511,3.738250595891259
106,0.5,429,430,13,1.5,286.6666666666667,0.0980187695516162,0.0085529985207458,0.0570262908498661,0.0039160633953496,0.0058095370925524,0.0012904776888399,626,0.0102572926773309,0.0869565217391304,800.0,619.1011413122427,6.898858687757297,0.011020541034756066,-6.898858687757297
