node,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,raw_in_degree,raw_out_degree,raw_total_degree
boston.com,0.029197080291970802,0.01042752867570386,0.018769551616266946,0.009650772650453294,0.21207577990244794,0.06735766871678306,0.0011210585188162181,10,18,28
bloomberg.com,0.023983315954118876,0.008342022940563087,0.01564129301355579,0.006620687696444125,0.20610862868085814,0.03441416752353503,0.0028551405913784613,8,15,23
theautomaticearth.blogspot.com,0.013555787278415016,0.006256517205422315,0.0072992700729927005,0.0022377811983650795,0.2110847715851468,0.03567277774295527,0.0024279692533665845,6,7,13
indybay.org,0.01251303441084463,0.006256517205422315,0.006256517205422315,0.00046882429340744635,0.1991424296218431,0.031117325170503477,0.0010219445419808926,6,6,12
globalresearch.ca,0.022940563086548488,0.009384775808133473,0.013555787278415016,0.002912485750619729,0.20031991627149182,0.03850840605753419,0.0023981370732663637,9,13,22
washingtonpost.com,0.05318039624608968,0.013555787278415016,0.03962460896767466,0.02523964443885716,0.21553307889886955,0.057560536722441207,0.0020914544484826833,13,38,51
wral.com,0.06465067778936393,0.00521376433785193,0.059436913451511995,0.026767942679494304,0.19533898862366017,0.023873746174150813,0.0008245414927904156,5,57,62
apnews.myway.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.1690206423565177,0.0068991108845275935,0.0004231504973965234,2,0,2
seattlepi.com,0.023983315954118876,0.00521376433785193,0.018769551616266946,0.010620775893795197,0.19569158607604942,0.028659661641737118,0.0005870347734371731,5,18,23
myfox47.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.17125721040282324,0.007291049204487941,0.0005441289541482132,3,0,3
fox47news.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.17125721040282324,0.007291049204487941,0.0005441289541482132,3,0,3
clkurl.com,0.021897810218978103,0.006256517205422315,0.01564129301355579,0.005042410078662849,0.18756598388604045,0.016337918309227026,0.0009688207979786543,6,15,21
nashuatelegraph.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,0.0015736208522965037,0.1819012394062607,0.010506322815159706,0.00127006869887296,4,1,5
thehawkeye.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.17405391796943998,0.012091867273061746,0.0005030209256498188,3,0,3
showhype.com,0.04171011470281544,0.014598540145985401,0.027111574556830033,0.01423412537047349,0.2237167533762513,0.08564100016450295,0.002001865174735119,14,26,40
instablogs.com,0.006256517205422315,0.0031282586027111575,0.0031282586027111575,0.00021803435478402915,0.17884054550665027,0.011006920837195509,0.00043447462125464556,3,3,6
tucsoncitizen.com,0.026068821689259645,0.01042752867570386,0.01564129301355579,0.0135676974415933,0.21224185334011628,0.037685040544576706,0.0026506132110320573,10,15,25
chron.com,0.022940563086548488,0.01042752867570386,0.01251303441084463,0.004825723867562081,0.22234031723981004,0.06710282345503843,0.001332139526393477,10,12,22
theledger.com,0.016684045881126174,0.01042752867570386,0.006256517205422315,0.0036192511613812707,0.21002157823737191,0.049462901136511715,0.0017220370278632257,10,6,16
kentucky.com,0.014598540145985401,0.0072992700729927005,0.0072992700729927005,0.0029304147869470367,0.19661432478442395,0.0375446898846559,0.0014141672879033986,7,7,14
postchronicle.com,0.02502606882168926,0.014598540145985401,0.01042752867570386,0.0067917140609840936,0.22316413891752032,0.06677053812482957,0.0022449230908946566,14,10,24
truthout.org,0.03128258602711158,0.009384775808133473,0.021897810218978103,0.0058097857366716495,0.2046303108458501,0.04160811570009633,0.0026367716631907384,9,21,30
news.ninemsn.com.au,0.013555787278415016,0.0072992700729927005,0.006256517205422315,0.0007756632868289844,0.1903320552776183,0.03063434855195659,0.0008742314198929876,7,6,13
abc.net.au,0.01564129301355579,0.008342022940563087,0.0072992700729927005,0.0026034455434265458,0.20579563152264882,0.045421106090935866,0.0022875018003878146,8,7,15
wbt.com,0.054223149113660066,0.0020855057351407717,0.05213764337851929,0.0073370379551710154,0.16829111873041194,0.007635980409756013,0.00035811863163439956,2,50,52
feeds.cbsnews.com,0.008342022940563087,0.006256517205422315,0.0020855057351407717,0.00026516841088863126,0.20024591556359694,0.032493575423241515,0.0009031542691002028,6,2,8
countercurrents.org,0.018769551616266946,0.008342022940563087,0.01042752867570386,0.0028226658840786773,0.20009807804749238,0.03498568702032639,0.0017275770595175841,8,10,18
afterdowningstreet.org,0.013555787278415016,0.009384775808133473,0.004171011470281543,0.0010027418649621103,0.206658670770361,0.04280621665895505,0.0022241104993781413,9,4,13
rss.cnn.com,0.022940563086548488,0.0072992700729927005,0.01564129301355579,0.004848545677750142,0.20493977067321623,0.03983809563815461,0.0019822776189945893,7,15,22
bulletin.aarp.org,0.03023983315954119,0.017726798748696558,0.01251303441084463,0.00978697042866536,0.21682627737226276,0.05220747794680723,0.00408717332332924,17,12,29
archives.cnn.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,0.0001841898607824318,0.18730673580879645,0.016674086448551027,0.0005587121244963734,3,1,4
denverpost.com,0.01981230448383733,0.0072992700729927005,0.01251303441084463,0.003646401860743077,0.20896904141505662,0.046826704365348304,0.0007255834618767039,7,12,19
cbsnews.com,0.02502606882168926,0.014598540145985401,0.01042752867570386,0.0068134186395523,0.23047010775112967,0.08584399246387395,0.0015797151497975296,14,10,24
freerepublic.com,0.08550573514077164,0.01981230448383733,0.06569343065693431,0.05702629084986619,0.24199361313868614,0.11477298890723694,0.003282790800050593,19,63,82
patdollard.com,0.016684045881126174,0.006256517205422315,0.01042752867570386,0.0026802012707905563,0.20286889724201232,0.0333335050628542,0.0014507012383272932,6,10,16
transcripts.cnn.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.1856456235719129,0.015519915728169704,0.0005060556074902938,2,0,2
wattpad.com,0.02502606882168926,0.011470281543274244,0.013555787278415016,0.007836294529596489,0.211992840606436,0.04279436416033214,0.002477356064141141,11,13,24
blogs.myspace.com,0.056308654848800835,0.017726798748696558,0.03858185610010428,0.030937227595494377,0.23096109647663268,0.08704401496826124,0.005809537092552494,17,37,54
eonline.com,0.013555787278415016,0.0072992700729927005,0.006256517205422315,0.000635377672276016,0.20626548456265484,0.04060116286954645,0.0006958869876731335,7,6,13
southcoasttoday.com,0.04483837330552659,0.0072992700729927005,0.03753910323253389,0.009483221502467208,0.19725825816253892,0.024077833033268606,0.0011235340768400554,7,36,43
columbian.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.16347981528377772,0.004664932140133825,0.00047401033305869447,2,0,2
uk.news.yahoo.com,0.04692387904066736,0.01564129301355579,0.03128258602711158,0.01694984395197921,0.22520386100151926,0.0856092887977278,0.0016580467747826133,15,30,45
iol.co.za,0.016684045881126174,0.01042752867570386,0.006256517205422315,0.004437654273017413,0.21026597883268308,0.06143895646449196,0.0021349891683311363,10,6,16
thehour.com,0.011470281543274244,0.006256517205422315,0.00521376433785193,0.0017838784530558236,0.19421916640295842,0.02324689860416111,0.0011496668136758135,6,5,11
stuff.co.nz,0.028154327424400417,0.018769551616266946,0.009384775808133473,0.004016453594474551,0.226143384827141,0.1016194523673253,0.0021454170073634034,18,9,27
kansascity.com,0.03858185610010428,0.013555787278415016,0.02502606882168926,0.021900143019435166,0.23224751218108694,0.09205672797057045,0.002386071070662645,13,24,37
fox14tv.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.16256402138747397,0.0058029309106693155,0.001197442621763735,4,0,4
timesdispatch.com,0.00521376433785193,0.00521376433785193,0.0,0.0,0.19078654662660138,0.017962755243038663,0.0010068909241400777,5,0,5
reuters.com,0.040667361835245046,0.01251303441084463,0.028154327424400417,0.008726850304353346,0.21708678151007485,0.06348987040381521,0.0013017344512305548,12,27,39
news.smh.com.au,0.021897810218978103,0.008342022940563087,0.013555787278415016,0.002156588234150075,0.19863162089800546,0.047707181449870587,0.000854799693447194,8,13,21
eldiariomontanes.es,0.011470281543274244,0.00521376433785193,0.006256517205422315,9.369679219200521e-05,0.16190731583950324,0.008170446204949092,0.0010751467049517774,5,6,11
farodevigo.es,0.014598540145985401,0.008342022940563087,0.006256517205422315,0.0007526553379837958,0.18165740396469734,0.01711309983781356,0.00194726203123375,8,6,14
diariovasco.com,0.006256517205422315,0.004171011470281543,0.0020855057351407717,0.00013483414694922472,0.1571660462251832,0.006768573567527654,0.0008106054384845816,4,2,6
semissourian.com,0.013555787278415016,0.0072992700729927005,0.006256517205422315,0.002339815284823772,0.19304333811633081,0.01781588197779546,0.0012002201186942065,7,6,13
timesoftheinternet.com,0.01981230448383733,0.011470281543274244,0.008342022940563087,0.0029823676693725163,0.21544741392315458,0.05886263265552444,0.0015813466408593733,11,8,19
topics.edition.cnn.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.18906796028471687,0.019981407901087832,0.0008528188497285793,3,0,3
upi.com,0.03128258602711158,0.01042752867570386,0.02085505735140772,0.00884908673291516,0.22134164697046016,0.06261951720073895,0.0021942520035621933,10,20,30
am1070wdia.com,0.009384775808133473,0.008342022940563087,0.0010427528675703858,0.00037481172836395597,0.20046808189003584,0.03598545897568808,0.0011693462239209958,8,1,9
uk.reuters.com,0.04796663190823775,0.01042752867570386,0.03753910323253389,0.013308163334466355,0.2140859768683479,0.04781502882566331,0.0014632347235290365,10,36,46
pantagraph.com,0.009384775808133473,0.004171011470281543,0.00521376433785193,0.0014753570750973709,0.18319219108842746,0.015164553035751439,0.0008758485633930151,4,5,9
in.news.yahoo.com,0.022940563086548488,0.013555787278415016,0.009384775808133473,0.005465753484458461,0.22116103363143896,0.07886835329821622,0.0013018350157632287,13,9,22
blog.taragana.com,0.03128258602711158,0.01251303441084463,0.018769551616266946,0.008985321488916348,0.21972666940845437,0.07507054697871218,0.0014271771174809602,12,18,30
isavesmart.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.18834732678375957,0.02236947555263057,0.0008836801019859778,4,0,4
wikio.co.uk,0.023983315954118876,0.011470281543274244,0.01251303441084463,0.0037304150387881814,0.21743509564005492,0.06400955123456495,0.0015121215523603618,11,12,23
icelebz.com,0.011470281543274244,0.0072992700729927005,0.004171011470281543,0.0008922361383857729,0.20370751350268956,0.043641852657898064,0.0009523606610417004,7,4,11
hosted.ap.org,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.18271273472892807,0.01570566444104412,0.00030956257109478614,2,0,2
wibw.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,5.81729697963989e-05,0.18570904879349537,0.02448611749792211,0.0004840743416895932,4,1,5
mercurynews.com,0.027111574556830033,0.01564129301355579,0.011470281543274244,0.010705754126112871,0.228238186707645,0.07831954933683818,0.0038221510689287557,15,11,26
us.cnn.com,0.008342022940563087,0.0010427528675703858,0.0072992700729927005,0.00020187564923942656,0.16576932520815196,0.005905912824664095,0.00037403445269605033,1,7,8
cgi.cnn.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.1856456235719129,0.015519915728169704,0.00048709664041039926,2,0,2
rutlandherald.com,0.011470281543274244,0.009384775808133473,0.0020855057351407717,0.00221741950596443,0.20076507164098403,0.033415580236719866,0.0013449004060393033,9,2,11
cbs4.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,4.849825523085644e-05,0.19526862155283028,0.025754910561950325,0.0006746361743354178,4,1,5
feeds.reuters.com,0.0072992700729927005,0.006256517205422315,0.0010427528675703858,0.00048219954970167296,0.19456772915673257,0.022546482596656727,0.0008474137467467909,6,1,7
kdka.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.18660157425971882,0.015538985264017945,0.00037065347814445033,3,0,3
premium.cnn.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.1856456235719129,0.015519915728169704,0.0004844672269297723,2,0,2
dynamic.cnn.com,0.0010427528675703858,0.0010427528675703858,0.0,0.0,0.16602638540579137,0.005905912824664095,0.00037140503921542344,1,0,1
dandelionsalad.wordpress.com,0.011470281543274244,0.0072992700729927005,0.004171011470281543,0.0008693559279870005,0.20896904141505662,0.04210936511065015,0.002104885937416755,7,4,11
elpais.com,0.01251303441084463,0.00521376433785193,0.0072992700729927005,0.0008537833359994936,0.17949195146710495,0.014790433370684093,0.0015667263875350948,5,7,12
diarioinformacion.com,0.01564129301355579,0.008342022940563087,0.0072992700729927005,0.0012210057002724724,0.17872261570414008,0.016104882561294512,0.0017914952503482314,8,7,15
people.com,0.023983315954118876,0.00521376433785193,0.018769551616266946,0.004153808511274937,0.18973247932469617,0.023265105240290174,0.0007812245866246774,5,18,23
huffingtonpost.com,0.056308654848800835,0.017726798748696558,0.03858185610010428,0.02720000552005836,0.23284608824340933,0.10893483725438252,0.0031297122373154136,17,37,54
dailypress.com,0.009384775808133473,0.008342022940563087,0.0010427528675703858,0.0004294195120938346,0.2112492959589466,0.04484919871521124,0.0009916353653514638,8,1,9
examiner.com,0.03232533889468196,0.011470281543274244,0.02085505735140772,0.010929236531019168,0.21442472050263328,0.05081315045714795,0.0016441250403741968,11,20,31
cbs11tv.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,9.400190308849785e-05,0.20069074173663712,0.030078968760710586,0.0011789442389677123,4,1,5
news.theage.com.au,0.02085505735140772,0.011470281543274244,0.009384775808133473,0.0013948526277506583,0.21002157823737191,0.057749740181591666,0.0013185327702703157,11,9,20
newsinfo.inquirer.net,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,8.564832916880193e-05,0.1868547719512778,0.021015664580379206,0.0006987582713420314,3,1,4
chicagotribune.com,0.02085505735140772,0.013555787278415016,0.0072992700729927005,0.007651664212221792,0.21795966764401162,0.06253722285970363,0.0019974494167987163,13,7,20
wtkr.com,0.006256517205422315,0.0020855057351407717,0.004171011470281543,0.0008184489857139515,0.1904658093572231,0.01906101953925176,0.0003389770051985969,2,4,6
news24.com,0.011470281543274244,0.009384775808133473,0.0020855057351407717,0.0006131990832500586,0.20455309186062523,0.048083359314192185,0.0010978758378813879,9,2,11
cbs13.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,0.001458263226861252,0.18926874770623497,0.023622338852805094,0.0007239175272059747,4,1,5
brisbanetimes.com.au,0.011470281543274244,0.008342022940563087,0.0031282586027111575,0.0008352919900083053,0.19470750482423022,0.04298249227555137,0.001071245641127986,8,3,11
wsbradio.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,6.0346920606194787e-05,0.1586378968190392,0.004156044760132201,0.00032975793609407174,3,2,5
winnipegsun.com,0.01251303441084463,0.006256517205422315,0.006256517205422315,0.001727544537323822,0.19093543269836452,0.024213325789506853,0.0008196377096413185,6,6,12
sfgate.com,0.04796663190823775,0.022940563086548488,0.02502606882168926,0.01858349718841863,0.24275221380683248,0.11671200686749103,0.003925490384999397,22,24,46
capecodonline.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,0.000246264668441421,0.17967043202872288,0.011977930100025498,0.0004576826343139312,3,2,5
themoneytimes.com,0.021897810218978103,0.01564129301355579,0.006256517205422315,0.004328471120836387,0.22436493933388119,0.07634294533274544,0.003258244034981981,15,6,21
twocircles.net,0.017726798748696558,0.014598540145985401,0.0031282586027111575,0.0015655162613957677,0.21630714023569708,0.05883338406245334,0.0016391406466369717,14,3,17
thestar.com,0.02502606882168926,0.011470281543274244,0.013555787278415016,0.006888759270730849,0.20856702325150323,0.055604036593129,0.0017183889735099592,11,13,24
thechronicleherald.ca,0.016684045881126174,0.01042752867570386,0.006256517205422315,0.0059545609724393385,0.20776760959396587,0.04334991486674455,0.003412148633532106,10,6,16
theglobeandmail.com,0.06256517205422316,0.01981230448383733,0.04275286757038582,0.031948254360793016,0.22417936039315833,0.07496484239212087,0.003995627590932649,19,41,60
edmontonsun.com,0.008342022940563087,0.006256517205422315,0.0020855057351407717,0.0012270406239278788,0.19435844153125023,0.022579180370996307,0.0012530697384505736,6,2,8
sports.yahoo.com,0.040667361835245046,0.009384775808133473,0.03128258602711158,0.014669979546024236,0.2141705623985211,0.04289706056395358,0.0026430161346822374,9,30,39
wrex.com,0.006256517205422315,0.0031282586027111575,0.0031282586027111575,0.002664862552557835,0.18062835502521057,0.011792124713251449,0.0005707442720326572,3,3,6
ktnv.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,0.00011828361827780815,0.17927783173435388,0.012372296394687099,0.0005698005280613314,3,1,4
kivitv.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,0.0008664043932796602,0.17743557886437214,0.010192985547444381,0.0005503238338923644,4,1,5
cbs8.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.17125721040282324,0.009483822509203169,0.0003147857850773877,2,0,2
miamiherald.com,0.006256517205422315,0.004171011470281543,0.0020855057351407717,0.0005139891319982328,0.1850685194368921,0.0172186245802728,0.00046266772917323416,4,2,6
ksdk.com,0.008342022940563087,0.00521376433785193,0.0031282586027111575,0.001251728675520622,0.20386073464861107,0.032936901004497365,0.0008471235359372909,5,3,8
gopusa.com,0.009384775808133473,0.0072992700729927005,0.0020855057351407717,0.0006080675197522961,0.20332546640309712,0.03287938941684522,0.0007516943067933546,7,2,9
smh.com.au,0.09071949947862357,0.014598540145985401,0.07612095933263817,0.027620649044231664,0.21928223844282238,0.0703169493065287,0.0022936259952519213,14,73,87
investorsiraq.com,0.01251303441084463,0.009384775808133473,0.0031282586027111575,0.0029100823273334976,0.20355452250494063,0.03530130954691322,0.00190882976288525,9,3,12
othersiderainbow.blogspot.com,0.01981230448383733,0.009384775808133473,0.01042752867570386,0.005895480654140978,0.19928885787891798,0.02726224735867585,0.0020425559030475527,9,10,19
prevuze.blogspot.com,0.011470281543274244,0.00521376433785193,0.006256517205422315,0.0018684318546623216,0.19113740953126124,0.017507826165538195,0.001608595402588771,5,6,11
news.yahoo.com,0.03232533889468196,0.013555787278415016,0.018769551616266946,0.010586474588209844,0.21743509564005492,0.05206908749562198,0.0016175220099809797,13,18,31
theadvertiser.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.17185279349306387,0.00671969663193558,0.0005417022313275164,2,0,2
sefermpost.com,0.01042752867570386,0.006256517205422315,0.004171011470281543,0.0007602440688153294,0.20929177352535014,0.04445933752901196,0.0006490585658045658,6,4,10
newsmax.com,0.017726798748696558,0.009384775808133473,0.008342022940563087,0.0028129868492009105,0.2081665489365042,0.04124816132157298,0.001130731196582256,9,8,17
thedaily.com.au,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18946336208384837,0.02618543868022504,0.0006421056911613355,5,0,5
news.sympatico.msn.ctv.ca,0.0031282586027111575,0.0010427528675703858,0.0020855057351407717,0.00043198498803980715,0.16210098487758878,0.005586414153665416,0.0007801328857112276,1,2,3
winnipegfreepress.com,0.017726798748696558,0.00521376433785193,0.01251303441084463,0.007239078489295199,0.18350226588715535,0.018377930474233344,0.001772243799829569,5,12,17
muscatinejournal.com,0.006256517205422315,0.0031282586027111575,0.0031282586027111575,0.00039505074326178397,0.17307333762153798,0.007367466580900692,0.00072859305119227,3,3,6
heraldextra.com,0.004171011470281543,0.0020855057351407717,0.0020855057351407717,0.0003936492487058523,0.16486182890226792,0.005368121320702164,0.0008631352213209373,2,2,4
mirror.co.uk,0.03858185610010428,0.008342022940563087,0.03023983315954119,0.0031917903023541212,0.20370751350268956,0.0413004077752669,0.0007938941698557006,8,29,37
chroniclelive.co.uk,0.006256517205422315,0.00521376433785193,0.0010427528675703858,0.0001882724183290977,0.1871773803282655,0.02357370079723927,0.00048057132785785935,5,1,6
chesterchronicle.co.uk,0.006256517205422315,0.006256517205422315,0.0,0.0,0.1876969564290611,0.027035311026761887,0.0005161135137708151,6,0,6
liverpooldailypost.co.uk,0.009384775808133473,0.006256517205422315,0.0031282586027111575,0.00018603164083956923,0.19555039445550396,0.028378024424877087,0.00045099103305293005,6,3,9
icscotland.icnetwork.co.uk,0.0072992700729927005,0.0072992700729927005,0.0,0.0,0.18946336208384837,0.02939158827431922,0.0008552010837794077,7,0,7
journallive.co.uk,0.0072992700729927005,0.00521376433785193,0.0020855057351407717,0.0,0.18724203572734263,0.02357370079723927,0.0004296900183285088,5,2,7
iht.com,0.026068821689259645,0.009384775808133473,0.016684045881126174,0.005834609925094252,0.20953447755340432,0.040821607252303736,0.0014352316278159459,9,16,25
news-record.com,0.017726798748696558,0.008342022940563087,0.009384775808133473,0.0034393111174158882,0.20937261237182575,0.04465118149464863,0.002089353184438896,8,9,17
ibtimes.com,0.01042752867570386,0.0072992700729927005,0.0031282586027111575,0.0014696814507968298,0.20286889724201232,0.03049316043313657,0.001821888034017203,7,3,10
irishtimes.com,0.01042752867570386,0.008342022940563087,0.0020855057351407717,0.0018107164030802033,0.2101844487904835,0.04249336458590451,0.0015478977898859677,8,2,10
gle.am,0.011470281543274244,0.0072992700729927005,0.004171011470281543,0.0011963989966614537,0.1995823613514937,0.02984490777783136,0.0009789591703206252,7,4,11
aceshowbiz.com,0.006256517205422315,0.006256517205422315,0.0,0.0,0.19845578160590033,0.03304298012015581,0.0013524275193534784,6,0,6
forbes.com,0.01981230448383733,0.01251303441084463,0.0072992700729927005,0.0042621516981947785,0.21332770304236792,0.04392552427444638,0.0020248862591478226,12,7,19
newsobserver.com,0.013555787278415016,0.009384775808133473,0.004171011470281543,0.0034913547459812216,0.21459449462813024,0.046454383677274266,0.0016476073861603113,9,4,13
