cascade_id,cascade_size,event_count,community_count,avg_propagation_delay,max_propagation_delay,total_marginal_gain
37,650,849,13,2.7028151660777384,13.0,41541.733705
38,624,839,13,2.8428680154946364,13.0,40921.07648
39,598,780,13,2.860843506410257,13.25,38691.178637000005
40,624,832,13,2.660579300480769,13.0,40945.085271
41,658,849,13,2.733184234393404,12.0,41850.311079
42,652,863,13,2.7094253997682505,13.0,42348.488395
43,626,797,13,2.8343410715181934,13.0,38958.077240000006
44,614,791,13,2.674531434892541,13.25,38836.13474
45,629,848,13,2.7402623408018867,13.25,41846.818751
46,612,835,13,2.5241673796407182,13.0,42119.876366000004
47,637,838,13,2.7258575775656326,13.0,40824.505782
48,614,823,13,2.7111275078979347,13.25,41381.216507000005
49,605,827,13,2.648912212817412,13.25,39802.948909000006
50,625,820,13,2.834099880487805,13.0,40360.873448
51,623,841,13,2.5911683912009513,13.0,41664.362778
52,604,813,13,2.6911160885608854,13.25,39596.494338000004
53,602,820,13,2.876734414634147,13.25,39216.687499
54,652,869,13,2.869601987341772,12.0,41906.874543000005
55,619,821,13,2.7621522314250915,13.0,40525.489872000006
56,627,822,13,2.7820641654501213,13.25,40359.052713
57,629,854,13,2.7867151791569085,13.0,40647.432365
58,621,829,13,2.701965453558504,13.0,41128.526202
59,613,823,13,2.70208827582017,13.0,39904.842843000006
60,597,800,13,2.7118194399999997,13.25,40376.295552
61,633,856,13,2.790865139018692,13.25,41927.301134
62,631,825,13,2.771865321212121,11.666667,39926.940995
63,603,828,13,2.655556518115942,13.0,40815.551261
64,617,821,13,2.6690659853836785,13.0,41941.051673
65,641,846,13,2.6931141879432627,13.0,43295.711722
66,643,864,13,2.833201974537037,13.25,41543.017028
67,627,796,13,2.783466435929648,13.25,40545.458716
68,629,847,13,2.7929901971664703,13.25,40817.968731999994
69,631,836,13,2.7257457057416263,13.0,42363.293393
70,617,850,13,2.798464516470588,13.0,41838.700011
71,607,800,13,2.724330355,13.0,39645.237412
72,612,788,13,2.762297050761421,13.25,39828.31050000001
73,618,827,13,2.8401158355501814,11.666667,42095.180977
74,617,819,13,2.772563324786325,13.0,40711.597521
75,637,856,13,2.744261328271028,11.666667,41241.732822000005
76,637,876,13,2.8558314280821917,13.0,42357.134369
77,641,841,13,2.7749429060642097,13.25,42759.944644
78,629,881,13,2.7350836923950057,13.0,42227.988627000006
79,610,802,13,2.7448086159600997,11.666667,39904.842838
80,599,804,13,2.726919965174129,13.25,38633.63022200001
81,623,833,13,2.6769803133253305,13.0,41933.609328
82,620,829,13,2.6727095090470443,13.25,40535.817611000006
83,611,794,13,2.709320896725441,13.0,39284.733221
84,625,847,13,2.852508384887839,13.25,41647.119940000004
85,640,854,13,2.8350182119437943,13.25,41574.607134000005
86,635,860,13,2.8249247825581394,13.25,42186.140267
87,619,816,13,2.8570271188725487,13.0,39783.576774
88,608,823,13,2.7316172928311055,13.0,40340.068808
89,646,881,13,2.8665891884222474,13.25,42839.282704
90,635,847,13,2.7519180743801654,13.25,41287.670199
91,630,858,13,2.7433048426573423,13.25,42213.561659
92,640,834,13,2.723455045563549,13.0,40166.497875
93,639,880,13,2.7767757920454548,13.25,43357.050826
94,632,869,13,2.6701225661680095,13.25,42352.667302
95,625,869,13,2.784456223245109,13.0,42251.061549000005
96,618,816,13,2.6855732598039217,13.0,39694.517921000006
97,618,838,13,2.6807222422434362,13.0,40384.722865
98,631,814,13,2.7324889815724815,13.0,41036.422584
99,610,786,13,2.735126117048346,13.25,38850.939748000004
100,630,864,13,2.805333261574074,13.0,41457.141938999994
101,617,845,13,2.852821449704142,13.25,40657.829582000006
102,628,849,13,2.801115692579505,13.0,41170.055812000006
103,627,837,13,2.7491447096774193,13.25,41888.875589
104,637,841,13,2.6720655671819267,13.25,41437.18326500001
105,656,859,13,2.767429832363213,13.0,41432.168585
106,626,858,13,2.8719622948717944,13.0,41593.969082
107,644,827,13,2.734275732769045,13.25,40373.101612
108,637,838,13,2.7278024021479714,13.25,41045.834842
109,638,816,13,2.7636467083333334,13.0,38327.93825000001
110,602,821,13,2.7674124652862364,13.0,40444.778635
111,597,808,13,2.7135912735148513,13.25,40240.304187
112,623,826,13,2.8117774527845034,13.0,41458.584615
113,625,822,13,2.8311734829683695,13.0,40927.613532
114,621,849,13,2.831601137809187,13.0,41039.526653
115,631,864,13,2.564490556712963,13.0,40896.949104
116,618,807,13,2.58140624535316,13.25,39911.001869
117,626,813,13,2.727826103321033,13.0,38203.488437
118,617,824,13,2.7667504599514565,13.25,40352.147797
119,632,852,13,2.6820306103286384,13.25,41903.541608
120,607,813,13,2.824989745387454,13.0,39729.520648
121,636,820,13,2.680819785365854,13.0,41182.055085
122,612,819,13,2.6149596898656897,13.25,40936.130719
123,618,856,13,2.77422767406542,13.0,42185.991085
124,628,822,13,2.655807077858881,13.25,40168.398298
125,628,843,13,2.824242591933571,13.0,40806.57633900001
126,628,867,13,2.749951483275663,13.25,41699.056960999995
127,611,838,13,2.7514428711217187,13.0,41598.526052
128,620,831,13,2.7965269374247894,13.25,40383.419150999995
129,606,843,13,2.7363069347568207,13.0,42784.400962
130,631,851,13,2.6841502996474738,13.25,41365.496042
131,619,827,13,2.7867574534461914,13.25,40608.937313999995
132,630,816,13,2.637837491421569,11.666667,39627.62671700001
133,624,840,13,2.744754345238095,13.25,41014.175243000005
134,617,816,13,2.7511681017156864,13.0,39609.936311
135,621,835,13,2.6891930419161674,13.25,40183.50165400001
136,646,836,13,2.750919438995216,13.25,41207.794738
137,596,794,13,2.842657226700252,13.0,39473.865252
138,630,820,13,2.653155726829268,13.0,39052.688186
139,603,779,13,2.7005679820282413,13.25,38155.272564
140,622,821,13,2.7542452070645553,11.6,40601.723838000005
141,627,834,13,2.639293804556355,13.25,42060.25794000001
142,601,842,13,2.819107947743468,13.0,40199.749349000005
143,613,811,13,2.7602690160295933,13.0,39637.49672200001
144,640,858,13,2.7599770606060603,13.0,41898.676114
145,623,856,13,2.8054174042056075,12.5,42613.018631
146,615,811,13,2.7026789260172626,13.25,39729.520638
147,635,831,13,2.794922926594465,13.25,41966.253896
148,613,812,13,2.6555785209359604,13.0,39357.166337
149,605,784,13,2.7260366033163264,13.0,38639.93841
150,616,842,13,2.8748755736342044,13.25,41242.866946
151,630,836,13,2.7366023899521528,13.0,40603.01736
152,644,866,13,2.6372314757505775,13.0,42540.436335000006
153,635,847,13,2.6977225832349467,13.0,42809.533695000006
154,628,839,13,2.6643547699642434,13.25,40699.071005000005
155,642,866,13,2.7497287286374132,13.25,43376.034739
156,622,830,13,2.831780934939759,13.0,41479.767312
157,621,829,13,2.7341758094089266,13.0,40375.758143
158,615,791,13,2.645257154235146,13.0,38754.667432
159,629,864,13,2.82085124537037,13.25,41358.362240999995
160,607,826,13,2.814670047215496,13.25,40544.324582
161,616,828,13,2.722573035024155,13.25,40858.821933
162,596,775,13,2.824503327741936,13.0,38798.465306000006
163,643,834,13,2.7456301582733813,13.25,40766.340258000004
164,618,825,13,2.6574810072727275,11.6,40397.856301
165,633,854,13,2.6684128852459015,11.666667,41745.223207999996
166,624,854,13,2.7856218114754103,13.25,40479.552499000005
167,626,834,13,2.802424723021583,13.0,40779.394011000004
168,614,818,13,2.8817654315403423,13.0,40152.667632000004
169,629,890,13,2.7449050213483144,13.0,43096.619823
170,656,889,13,2.8237742564679413,13.25,43145.05435400001
171,619,829,13,2.7398424221954163,13.25,41285.929145999995
172,632,837,13,2.6627434504181604,13.0,41094.359272
173,632,805,13,2.711515330434783,12.5,39876.068614
174,617,824,13,2.7625125194174758,13.0,41691.236562000006
175,632,849,13,2.7524510600706718,13.0,41904.596056
176,599,809,13,2.7129696662546348,13.0,40166.726735
177,618,843,13,2.83182746856465,13.0,42004.818415
178,618,823,13,2.8048776196840826,13.0,40499.521360000006
179,616,854,13,2.806696309133489,13.0,41784.932053000004
180,607,792,13,2.715622996212121,13.25,39632.48202
181,639,839,13,2.791704504171633,13.25,41011.518713
182,627,845,13,2.877174786982249,13.0,41429.352664
183,612,820,13,2.8233328500000003,13.0,39770.144975999996
184,618,819,13,2.6845320402930404,13.0,39232.63682100001
185,633,870,13,2.93667715862069,13.25,42255.986348000006
186,628,867,13,2.772275317185698,13.25,42664.040183000005
187,642,856,13,2.8752220572429903,13.0,42726.076067999995
188,612,779,13,2.6560756572528885,13.0,38458.23854200001
189,625,850,13,2.790961717647059,13.25,42090.096804999994
190,626,851,13,2.8070966897767335,13.25,42226.30684900001
191,617,824,13,2.6950372718446602,13.25,40968.844784
192,608,832,13,2.930790211538462,11.666667,40471.493042
193,614,833,13,2.64500181152461,13.0,40875.527351000004
194,612,796,13,2.681897077889447,13.25,39961.496178
195,622,823,13,2.663385989064399,13.0,41668.690867000005
196,617,790,13,2.7242204151898735,13.0,38520.950819
197,605,836,13,2.810665394736842,13.0,40967.471589
198,606,815,13,2.8450881239263808,13.0,41007.031257
199,622,831,13,2.7158147581227436,13.0,40879.546883
200,602,830,13,2.789687318072289,13.0,39965.963252
201,640,885,13,2.663628818079096,13.0,43029.121724
202,633,835,13,2.7359975257485027,13.25,41392.907243
203,635,825,13,2.834969692121212,13.25,40295.8725
204,627,813,13,2.8956973972939735,13.0,39811.515189
205,584,776,13,2.748503721649485,13.0,38369.467853
206,618,845,13,2.7027918639053254,13.0,42225.103249
207,618,804,13,2.7810066716417907,12.5,39602.722851
208,601,833,13,2.7199775090036016,12.5,41342.870646
209,612,778,13,2.8962750449871466,13.0,37923.754754
210,599,807,13,2.783250225526642,12.0,40346.068454
211,624,807,13,2.6994286071871127,13.25,38823.459053
212,632,837,13,2.7254063058542415,13.25,38783.441639
213,621,837,13,2.7007519247311826,13.25,41338.473082
214,624,830,13,2.750075060240964,11.5,41750.615927000006
215,627,828,13,2.7662362898550725,13.25,39687.911351
216,622,835,13,2.7729512407185632,12.0,41187.28845
217,642,853,13,2.647435753810082,13.0,41505.746005
218,641,878,13,2.6806807494305245,13.0,42599.586827
219,620,804,13,2.6948659514925373,13.0,39948.352538
220,599,764,13,2.779356772251309,13.25,37846.6952
221,604,807,13,2.824821009913259,13.25,38485.261493
222,629,841,13,2.77717522235434,13.0,40951.223899000004
223,615,846,13,2.6774189444444443,13.25,41940.365081
224,630,817,13,2.6731678971848227,13.25,40218.972303999995
225,635,839,13,2.822338569725864,13.0,39926.254405
226,635,816,13,2.708463174019608,13.25,41551.145959
227,624,806,13,2.621103135235732,11.333333,39011.307766000005
228,617,788,13,2.6028246129441626,12.5,40118.361696
229,614,799,13,2.8045006645807256,13.25,39330.351841
230,611,814,13,2.6609536486486487,13.25,40434.3814
231,619,799,13,2.6223632703379227,13.0,39045.78327300001
232,582,829,13,2.8238679227985526,13.0,42145.973664
233,611,807,13,2.700155881040892,13.25,40229.36953
234,611,821,13,2.8461245517661387,13.0,38657.459239
235,620,804,13,2.8685066741293537,13.25,39724.127903
236,622,844,13,2.695989433649289,13.0,41612.425768
237,651,848,13,2.647836646226415,13.0,42210.14905
238,630,845,13,2.7358932059171597,13.25,39099.232497000005
239,624,849,13,2.9203493274440517,13.25,40032.088178000005
240,619,816,13,2.9210725943627445,13.25,39944.014255999995
241,609,828,13,2.791378147342995,13.0,40709.319061
242,628,868,13,2.7669784539170506,13.25,41543.176398
243,621,821,13,2.764599894031669,13.0,40197.09281
244,620,863,13,2.770666643105446,13.25,43155.541449000004
245,647,860,13,2.8361609453488374,13.0,41226.310728000004
246,609,802,13,2.656612433915212,13.25,39105.918726
247,652,852,13,2.8032300293427226,12.5,41789.260158000005
248,635,833,13,2.8170639651860743,13.0,41208.700018
249,614,809,13,2.6674975908529053,13.0,40530.355371000005
250,607,820,13,2.7961595024390244,13.0,40584.640357000004
251,601,808,13,2.778043475247525,11.5,39524.359586000006
252,623,815,13,2.8594312969325153,13.0,39277.967285000006
253,620,815,13,2.6852755877300614,13.25,39951.466809000005
254,643,841,13,2.718805084423306,13.25,40909.545111
255,606,785,13,2.7587726152866243,13.0,39436.206007
256,652,837,13,2.704488345280765,13.0,40738.551002
257,627,866,13,2.7666249676674366,13.25,41824.03402300001
258,652,884,13,2.802601360859729,13.25,42846.804729
259,632,872,13,2.834014123853211,13.0,41650.612242
260,633,839,13,2.8015433134684145,13.0,41224.649344000005
261,627,846,13,2.769199124113475,13.0,41809.378195
262,617,826,13,2.7043189588377725,13.0,40397.020516000004
263,622,835,13,2.576349679041916,13.0,40252.38316700001
264,638,838,13,2.7388590536992843,13.0,41405.215085
265,619,830,13,2.8669540060240966,13.25,40318.886113
266,609,799,13,2.702177822277847,13.0,38387.775344999995
267,606,777,13,2.7451875276705278,13.0,38595.055502
268,649,870,13,2.7614376931034483,13.0,41976.044225000005
269,645,873,13,2.79173302978236,13.25,42040.358575000006
270,596,813,13,2.8520139015990162,13.0,40346.21763
271,631,870,13,2.7874625965517246,13.0,42401.85791
272,609,799,13,2.783753005006258,13.25,38981.458709
273,615,803,13,2.818682907845579,13.25,39486.929200000006
274,607,856,13,2.685784744158879,13.0,41288.277118
275,601,797,13,2.7210885069008786,13.0,38853.745434
276,671,902,13,2.7649346241685144,13.0,43275.653000000006
277,629,830,13,2.869830277108434,13.0,40833.151764
278,612,846,13,2.788394495271868,13.25,39310.382996
279,594,747,13,2.6705276104417672,11.6,36908.585769000005
280,642,866,13,2.791200190531178,13.25,41234.827906
281,626,831,13,2.588056081829121,13.25,41926.933280000005
282,634,873,13,2.6782714203894615,13.0,41902.168409
283,629,825,13,2.6433795054545453,13.0,41081.454701
284,638,840,13,2.7915712369047623,13.0,41601.93866000001
285,633,827,13,2.7564753978234586,13.0,41382.36085700001
286,609,818,13,2.8330985378973104,13.0,40931.105835
287,624,810,13,2.714834901234568,13.0,38736.290431
288,617,848,13,2.836179896226415,13.25,41013.259786
289,616,800,13,2.77403075375,13.0,41172.264780000005
290,611,836,13,2.6697577308612437,13.0,42191.692377
291,636,857,13,2.592352890315053,11.6,41697.544779
292,622,844,13,2.8066200236966825,13.25,41683.117825
293,646,893,13,2.8176540649496085,13.25,43082.789597
294,634,853,13,2.727180910902696,13.0,42285.915097000005
295,622,839,13,2.8119865876042907,13.0,41812.114397
296,635,865,13,2.740823929479769,13.0,41645.150023
297,613,820,13,2.786275651219512,13.0,41014.931339
298,641,882,13,2.9224066825396826,13.0,42416.58323800001
299,644,869,13,2.7822903532796315,13.0,42236.256544
300,624,818,13,2.7819706454767728,13.25,41071.345619
301,640,847,13,2.791589370720189,13.0,41372.709520000004
302,613,839,13,2.8148528092967817,13.0,41341.049917000004
303,623,831,13,2.7304275752105895,13.25,40924.350115
304,642,866,13,2.705896934180138,13.25,43208.165079
305,621,827,13,2.7094009733978237,13.25,40554.652318
306,623,854,13,2.7519241873536298,13.25,42020.011666000006
307,640,818,13,2.71362158801956,12.5,39854.577374
308,622,830,13,2.8368913759036145,13.25,41433.302706
309,631,849,13,2.805922464075383,13.25,40225.638177
310,633,855,13,2.8142142397660823,13.25,40765.573976
311,619,841,13,2.803575199762188,12.0,41271.044456999996
312,630,845,13,2.719321873372781,13.0,42556.684016
313,609,791,13,2.949558524652338,13.0,39358.14109600001
314,617,798,13,2.802359567669173,13.25,39624.661626
315,609,831,13,2.702402442839952,13.0,40796.407985
316,630,838,13,2.6911576121718377,13.0,42970.657809000004
317,619,840,13,2.623617253571428,13.0,40781.533508
318,630,862,13,2.676647145011601,13.0,42691.083522
319,637,819,13,2.839214485958486,13.25,40879.009456
320,620,832,13,2.810978513221154,13.0,41086.906709999996
321,624,805,13,2.6126614409937887,13.0,40573.865083000004
322,630,853,13,2.772678590855803,13.25,42084.405708000006
323,631,848,13,2.838071838443396,13.0,40450.012004000004
324,614,810,13,2.721056733333334,13.25,40822.456187
325,608,809,13,2.5865054882571075,11.666667,38960.584579
326,624,817,13,2.6604704602203184,13.25,39992.091129
327,591,797,13,2.802820595984943,13.0,40098.611516
328,633,809,13,2.6716257564894934,13.0,39607.428993
329,616,786,13,2.9105729223918577,13.0,38267.03649300001
330,632,856,13,2.8481364030373832,13.25,41104.069885000004
331,607,793,13,2.761596508196721,13.0,39277.818108
332,624,840,13,2.821321808333333,13.25,40726.999249
333,627,811,13,2.6682529852034524,13.0,40177.283325
334,647,814,13,2.713922528255528,12.0,40936.578251
335,620,857,13,2.855910241540257,13.0,42344.299303
336,619,815,13,2.816442687116564,13.0,39788.213405
337,629,845,13,2.788738610650888,13.25,41219.485495
338,625,839,13,2.8071296138259836,13.25,41517.884304
339,617,821,13,2.792546352009744,13.0,42519.621485
340,608,806,13,2.670868287841191,13.0,40506.436479
341,632,869,13,2.753369588032221,13.0,42012.877867
342,636,850,13,2.7985345447058823,13.25,41674.30226700001
343,624,809,13,2.683054720642769,11.6,39970.450704
344,637,864,13,2.741719949074074,13.25,41501.33825
345,642,874,13,2.833277028604119,11.5,42858.117406000005
346,613,842,13,2.6785059204275536,11.666667,40970.596039000004
347,628,837,13,2.825697876941458,13.25,40714.781286
348,622,811,13,2.7342928569667078,13.0,39525.573412
349,628,851,13,2.764302036427732,13.25,41611.281422
350,642,840,13,2.720077478571429,13.0,41427.004702000006
351,634,854,13,2.8799222096018737,13.25,41628.434414
352,611,854,13,2.7802349344262294,13.0,41446.207284000004
353,641,853,13,2.724760876905041,13.25,41261.552523
354,627,829,13,2.8094055729794936,13.0,40484.4875
355,621,815,13,2.7406802036809816,13.25,40139.006963
356,621,863,13,2.7537613348783316,13.25,41267.930204000004
357,641,869,13,2.8173904487917154,13.25,43158.874375
358,632,830,13,2.6458859216867467,13.0,40067.638510000004
359,599,795,13,2.7487835710691826,13.25,39915.31975
360,611,805,13,2.8655806968944098,13.25,40719.785767
361,619,836,13,2.7579056531100483,13.0,41566.408704
362,599,793,13,2.688279388398487,10.5,39060.588262000005
363,633,841,13,2.7142229524375745,13.25,41254.040666
364,610,810,13,2.7923525345679012,13.25,39140.762074
365,625,837,13,2.708345659498208,13.0,40408.184030000004
366,644,840,13,2.7187882619047623,13.0,40750.699487
367,628,854,13,2.7978476592505857,13.25,41907.481454
368,627,851,13,2.8086084524089308,13.25,40904.7491
369,608,819,13,2.7390308485958488,13.0,40334.457396
370,639,865,13,2.707110744508671,13.25,41549.703295
371,650,860,13,2.782184384883721,13.0,40935.135574
372,617,830,13,2.7217938421686743,12.0,41131.331908
373,619,862,13,2.734539921113689,13.25,42107.329467
374,644,842,13,2.662697,13.25,41152.59429
375,629,845,13,2.7556306946745566,13.25,40580.919202000005
376,623,832,13,2.7282504387019233,13.25,40864.214653999996
377,627,828,13,2.7180536352657003,13.25,40315.851556
378,630,835,13,2.877166615568863,13.0,40961.471938999995
379,617,842,13,2.8487920819477437,13.25,42243.997237999996
380,629,823,13,2.7777059380315916,13.0,39776.671849
381,621,822,13,2.6877669622871045,13.25,40642.955092
382,619,792,13,2.8521710189393943,13.0,39161.337864
383,610,809,13,2.780987698393078,13.25,40211.519763000004
384,633,850,13,2.777303456470588,13.0,41361.16797
385,614,814,13,2.6910914103194106,13.25,40405.368119000006
386,629,848,13,2.689810759433962,13.0,41862.161183
387,623,843,13,2.692927274021353,13.25,42009.76363
388,621,837,13,2.7406719988052566,12.0,40408.412886000006
389,626,798,13,2.670410647869674,13.25,39755.111107000004
390,609,825,13,2.704936509090909,13.0,40210.694175000004
391,606,799,13,2.793288729662078,13.25,41198.451957
392,628,798,13,2.743009808270677,13.25,38342.285507
393,615,815,13,2.8634521411042946,12.0,41156.534131
394,622,840,13,2.790229120238095,13.0,41416.070053
395,624,836,13,2.846617491626794,13.0,41773.539681
396,625,841,13,2.801892115338882,13.0,40815.769936
397,627,855,13,2.761586840935672,13.0,40903.694638
398,627,820,13,2.7837107987804877,13.0,39490.421501000004
399,618,812,13,2.6264670837438424,13.0,40561.18939000001
400,615,806,13,2.81072265012407,13.25,39342.659692
401,645,884,13,2.6532374479638006,13.0,43488.575146
402,649,842,13,2.7533423764845604,13.25,40682.81312300001
403,616,815,13,2.901988990184049,13.25,40901.187284
404,643,845,13,2.682844468639053,13.0,40805.143824
405,600,798,13,2.6205881754385962,13.0,39517.763215
406,624,823,13,2.6511552746051033,13.25,40600.659189
407,604,846,13,2.7136815650118207,13.0,41066.032585
408,617,839,13,2.785262597139452,13.0,41046.063720000006
409,636,844,13,2.816312154028436,13.0,40884.183519
410,631,816,13,2.7856428002450984,13.25,39977.425126
411,611,827,13,2.7145803301088267,13.0,40865.806505
412,638,849,13,2.693784939929329,13.0,41360.94928100001
413,617,866,13,2.683162872979214,13.25,42876.504583
414,643,870,13,2.6925063873563215,13.0,42041.731773
415,637,820,13,2.641593585365854,12.0,40824.963536
416,603,821,13,2.7070394214372717,13.0,39708.337941000005
417,624,791,13,2.7976747345132744,13.25,39062.249633
418,624,870,13,2.9146013471264367,13.25,41990.082929000004
419,659,840,13,2.7131996404761907,13.25,40937.941275000005
420,634,845,13,2.7146374544378697,13.0,41970.58198
421,618,835,13,2.848937358083832,13.25,40123.137321
422,653,853,13,2.6731628815943727,13.0,42228.585343
423,596,803,13,2.871577809464508,13.25,38228.153224
424,624,856,13,2.7794067967289715,13.25,41925.24134
425,610,825,13,2.7979677757575754,13.25,40800.964936000004
426,613,861,13,2.787638493612079,13.25,41697.534567
427,631,824,13,2.7529742597087377,13.25,41659.726143
428,622,825,13,2.63952092,12.5,40986.545369
429,624,831,13,2.834951675090252,13.25,40731.785074
430,635,834,13,2.7192141474820146,13.0,40571.427265000006
431,611,781,13,2.9430486927016646,13.25,37842.356924
432,617,804,13,2.7420170982587067,13.0,39223.533114000005
433,642,858,13,2.7319967062937063,13.0,42703.988092
434,630,851,13,2.8208545487661576,13.0,42134.43210800001
435,616,782,13,2.7706851572890026,13.25,39417.600149000005
436,636,798,13,2.806873829573935,13.0,39515.016795999996
437,624,820,13,2.758759673170732,13.25,40788.965645000004
438,638,858,13,2.6978905326340326,13.0,42662.98573
439,634,786,13,2.6785345737913486,13.25,38482.535476000005
440,616,795,13,2.6884211836477987,11.666667,39933.249182
441,628,796,13,2.7239391344221104,13.0,39929.299144
442,609,833,13,2.765182739495798,13.0,41323.886758
443,650,853,13,2.6366335392731535,13.0,42288.880172000005
444,632,801,13,2.7230733383270906,13.25,38678.960678
445,636,867,13,2.7794364821222604,13.25,42099.887117
446,597,773,13,2.721645720569211,12.0,38902.727576000005
447,622,842,13,2.828617611638955,13.0,40774.001268
448,610,803,13,2.799471719800747,13.0,39563.003809
449,630,827,13,2.756714840386941,13.25,40362.395838000004
450,606,816,13,2.6731393970588235,13.25,40067.787692
451,621,829,13,2.7728167418576595,13.25,41887.283714000005
452,608,838,13,2.793913601431981,13.25,42138.153281000006
453,642,852,13,2.6794395974178404,13.0,41928.525157000004
454,611,847,13,2.7763699149940972,13.25,41686.371059000005
455,646,854,13,2.736808572599532,13.0,42419.478816
456,600,837,13,2.794321648745519,13.25,41923.579962
457,628,820,13,2.7622091512195124,13.0,40945.383608000004
458,620,816,13,2.7667478774509804,13.25,39492.16256
459,633,852,13,2.8050413591549295,13.0,41950.762310000006
460,625,834,13,2.7900850743405274,13.0,41437.023875000006
461,639,827,13,2.8700922152357924,13.0,40606.728342
462,631,817,13,2.6474641077111385,13.0,39382.607614
463,632,809,13,2.830342673671199,13.0,38124.896305999995
464,622,843,13,2.9554378742586,13.25,40866.323559000004
465,624,845,13,2.685688920710059,13.0,40805.671069
466,637,812,13,2.5645667130541874,13.25,40889.655939000004
467,599,802,13,2.762642503740649,13.0,38014.734435
468,614,842,13,2.8022282505938243,13.0,41411.135058
469,649,871,13,2.768445777267509,13.25,41558.428958000004
470,640,895,13,2.730313468156425,13.25,43924.16897299999
471,617,840,13,2.8464748690476194,13.0,41015.528068
472,626,833,13,2.7368371152460984,13.0,41197.158468
473,630,838,13,2.8437246646778047,13.0,40144.240342
474,594,804,13,2.7871189689054727,13.25,39303.85611
475,611,847,13,2.712132453364817,13.0,39862.019717
476,632,864,13,2.9351681886574075,13.25,42789.166404999996
477,622,834,13,2.69154628177458,13.25,41961.398583999995
478,605,820,13,2.754855782926829,13.25,41864.280275
479,605,810,13,2.664608558024691,11.666667,40361.33118
480,624,824,13,2.748830714805825,13.0,39433.69867
481,628,817,13,2.6574187343941245,12.0,39722.61571300001
482,619,838,13,2.770670908114559,13.0,41580.298221000005
483,639,872,13,2.805278866972477,13.25,42747.189269
484,623,817,13,2.681106348837209,13.0,40679.480183
485,618,821,13,2.6658947661388552,13.0,40679.022456000006
486,638,832,13,2.720154626201923,13.25,41387.524698
487,630,846,13,2.85189781678487,13.0,40969.670379999996
488,619,817,13,2.8290474271725823,12.0,40508.326712
489,634,860,13,2.682618581395349,13.0,41421.990017000004
490,625,854,13,2.7299891276346604,13.25,41703.922460999995
491,628,837,13,2.8154643369175623,13.25,40504.605525000006
492,624,839,13,2.7940528176400474,13.0,41757.142792000006
493,617,855,13,2.720021812865497,12.0,41550.160997000006
494,606,758,13,2.8277908667546177,13.0,37403.489468
495,619,833,13,2.7105651728691473,13.0,41271.124146
496,627,880,13,2.8509722215909092,13.25,42438.452531
497,600,804,13,2.7590509751243784,13.0,40551.080341
498,645,846,13,2.6947990496453897,13.25,41085.474218
499,632,858,13,2.6576113694638694,13.0,41728.597449
500,615,821,13,2.781236103532278,13.25,39341.744235
501,630,847,13,2.814331626918536,13.25,41448.406075000006
502,643,881,13,2.768251267877412,13.0,42869.818335
503,614,835,13,2.752481701796407,13.0,40757.156856999994
504,626,813,13,2.789548311193112,13.25,40341.362327
505,610,833,13,2.718052456182473,13.25,39852.527774999995
506,620,845,13,2.7868916106508874,13.0,40775.832201000005
507,634,866,13,2.7080593152424943,12.5,41057.306925000004
508,614,822,13,2.80461804379562,13.0,40177.273145
509,618,825,13,2.8106474327272726,13.0,40358.525492
